word,thisN,thisTrialN,thisRepN,wordloop.thisRepN,wordloop.thisTrialN,wordloop.thisN,wordloop.thisIndex,thisRow.t,notes,present_word.started,text.started,present_word.stopped,text.stopped,recall.started,text_2.started,recall_box.started,key_resp.started,recall.stopped,recall_box.text,key_resp.keys,key_resp.rt,key_resp.duration,recalled_words,thankyou.started,text_3.started,text_3.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
apple,0,0,0,0,0,0,0,0.02704240003367886,,0.02283909998368472,0.02704240003367886,1.0041545000276528,,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
chair,1,1,0,0,1,1,1,1.0158651000238024,,1.0115652999957092,1.0158651000238024,2.0043373000225984,,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
music,2,2,0,0,2,2,2,2.015732800005935,,2.0098310000030324,2.015732800005935,3.003931500017643,,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
dream,3,3,0,0,3,3,3,3.0154043000075035,,3.0110288999858312,3.0154043000075035,4.0043017999851145,,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
paper,4,4,0,0,4,4,4,4.014083900023252,,4.009449500008486,4.014083900023252,5.003783399995882,,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
tiger,5,5,0,0,5,5,5,5.011739299981855,,5.008277199987788,5.011739299981855,5.995809999993071,6.003324799996335,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
window,6,6,0,0,6,6,6,6.003324799996335,,6.000099800003227,6.003324799996335,6.987280200002715,6.995543199998792,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
flower,7,7,0,0,7,7,7,6.995543199998792,,6.992049699998461,6.995543199998792,7.97826730000088,7.986387100012507,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
book,8,8,0,0,8,8,8,7.986387100012507,,7.980051700025797,7.994846799992956,8.978770399990026,8.986627500038594,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
lamp,9,9,0,0,9,9,9,8.986627500038594,,8.982160400017165,8.995379400032107,9.986727199982852,10.006537900015246,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
ocean,10,10,0,0,10,10,10,10.006537900015246,,9.99609169998439,10.006537900015246,10.995464499981608,11.004067000001669,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
phone,11,11,0,0,11,11,11,11.004067000001669,,10.999137500009965,11.004067000001669,11.9870624000323,11.995525799982715,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
candle,12,12,0,0,12,12,12,11.995525799982715,,11.991823200020008,11.995525799982715,12.979092599998694,12.986509200010914,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
spoon,13,13,0,0,13,13,13,12.986509200010914,,12.983373299997766,12.99517549999291,13.978826400008984,13.986391599988565,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
shoe,14,14,0,0,14,14,14,13.986391599988565,,13.983356499986257,13.994760600035079,14.978899299982004,14.986684400006197,,,,,,,,,,,,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
,,,,,,,,,,,,,,14.97961939999368,15.00102500000503,15.00102500000503,15.00102500000503,20.770638499991037,"apple spoon shoe
",return,5.760749200009741,None,"apple spoon shoe
",,,,,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,20.770697100029793,20.778109200007748,22.769999900017865,22.76253429998178,684022,001,2025-11-24_01h06.19.826,Serial Position Effect_SoloProject,,2025.1.1,119.7766882873253,2025-11-24 01h06.23.365907 +0530,
